annee,operateur_id,id_filiere,code_region,code_grand_secteur,pdl,conso,code_categorie_consommation,code_naf
2020,0,100,93,T,19,1307.873295,ENT,75.0
2020,0,100,11,T,27,3291.60358,ENT,75.0
2020,0,100,27,T,9,433.7945513,ENT,75.0
2020,0,100,28,T,21,1508.265733,ENT,75.0
2020,0,100,32,T,11,846.3711226,ENT,75.0
2020,68,100,32,T,1,50.0,ENT,75.0
2020,85,200,32,T,2,44.95151,ENT,75.0
2020,0,100,24,T,6,350.5023169,ENT,75.0
2020,0,100,44,T,15,1037.196419,ENT,75.0
2020,72,100,44,T,3,175.0,ENT,75.0
2020,77,100,44,T,1,168.234,ENT,75.0
2020,85,200,44,T,1,313.86924,ENT,75.0
2020,0,100,75,T,14,901.0191691,ENT,75.0
2020,71,100,75,T,1,35.0,ENT,75.0
2020,0,100,53,T,18,1207.573615,ENT,75.0
2020,0,100,76,T,16,1035.276931,ENT,75.0
2020,0,100,52,T,14,1419.910449,ENT,75.0
2020,105,100,2,T,1,52.718,ENT,75.0
2020,105,100,4,T,2,140.782,ENT,75.0
2020,105,100,94,T,1,76.997,ENT,75.0
2020,0,100,84,T,231,17371.36323,ENT,77.0
2020,14,100,84,T,3,980.839,ENT,77.0
2020,14,200,84,T,1,5781.673,ENT,77.0
2020,85,200,84,T,15,29715.22094,ENT,77.0
2020,0,100,93,T,131,10006.14155,ENT,77.0
2020,85,200,93,T,8,34499.3448,ENT,77.0
2020,0,100,11,T,433,54942.80839,ENT,77.0
2020,85,200,11,T,57,102783.1992,ENT,77.0
2020,0,100,27,T,42,4318.451818,ENT,77.0
2020,85,200,27,T,8,2091.97555,ENT,77.0
2020,0,100,28,T,88,9293.935477,ENT,77.0
2020,85,200,28,T,3,22043.54472,ENT,77.0
2020,0,100,32,T,159,14844.23602,ENT,77.0
2020,68,100,32,T,4,462.0,ENT,77.0
2020,85,200,32,T,10,29777.151,ENT,77.0
2020,0,100,24,T,104,10744.11922,ENT,77.0
2020,69,100,24,T,1,162.0,ENT,77.0
2020,76,100,24,T,6,635.379,ENT,77.0
2020,85,200,24,T,5,15645.96509,ENT,77.0
2020,0,100,44,T,89,6490.53072,ENT,77.0
2020,72,100,44,T,37,18549.0,ENT,77.0
2020,77,100,44,T,11,716.886,ENT,77.0
2020,79,100,44,T,3,107.335,ENT,77.0
2020,85,200,44,T,11,17695.47601,ENT,77.0
2020,101,200,44,T,5,8610.0,ENT,77.0
2020,0,100,75,T,162,8895.616809,ENT,77.0
2020,13,100,75,T,6,481.466,ENT,77.0
2020,71,100,75,T,4,815.0,ENT,77.0
2020,85,200,75,T,7,28806.70191,ENT,77.0
2020,87,200,75,T,1,6619.0,ENT,77.0
2020,0,100,53,T,169,11750.94861,ENT,77.0
2020,85,200,53,T,3,14040.18,ENT,77.0
2020,0,100,76,T,133,7466.499481,ENT,77.0
2020,103,100,76,T,3,201.0,ENT,77.0
2020,85,200,76,T,9,32403.95335,ENT,77.0
2020,0,100,52,T,124,8237.787049,ENT,77.0
2020,85,200,52,T,7,20316.40309,ENT,77.0
2020,105,100,1,T,8,416.782,ENT,77.0
2020,105,100,2,T,4,556.339,ENT,77.0
2020,105,100,3,T,3,185.815,ENT,77.0
2020,105,100,4,T,6,149.347,ENT,77.0
2020,105,100,94,T,9,715.65,ENT,77.0
2020,0,100,84,T,797,106935.3465,ENT,88.0
2020,14,100,84,T,41,5110.016,ENT,88.0
2020,14,200,84,T,4,2842.981,ENT,88.0
2020,85,200,84,T,188,101817.1518,ENT,88.0
2020,0,100,93,T,606,99124.67103,ENT,88.0
2020,1,100,93,T,1,83.0,ENT,88.0
2020,85,200,93,T,83,35388.53232,ENT,88.0
2020,0,100,11,T,1561,183554.9742,ENT,88.0
2020,85,200,11,T,224,127896.6933,ENT,88.0
2020,0,100,27,T,288,38789.81668,ENT,88.0
2020,85,200,27,T,93,61311.71193,ENT,88.0
2020,0,100,28,T,351,48074.89321,ENT,88.0
2020,85,200,28,T,71,40554.33793,ENT,88.0
2020,0,100,32,T,599,80451.94208,ENT,88.0
2020,62,100,32,T,2,871.0,ENT,88.0
2020,68,100,32,T,6,559.0,ENT,88.0
2020,85,200,32,T,124,59868.66241,ENT,88.0
2020,0,100,24,T,262,36507.22356,ENT,88.0
2020,76,100,24,T,9,1646.123,ENT,88.0
2020,85,200,24,T,63,36435.15391,ENT,88.0
2020,0,100,44,T,406,53331.10937,ENT,88.0
2020,11,100,44,T,3,476.0,ENT,88.0
2020,72,100,44,T,129,18906.0,ENT,88.0
2020,77,100,44,T,28,4138.907,ENT,88.0
2020,79,100,44,T,3,407.449,ENT,88.0
2020,79,200,44,T,2,1585.318,ENT,88.0
2020,85,200,44,T,126,77973.14759,ENT,88.0
2020,101,200,44,T,25,15921.0,ENT,88.0
2020,0,100,75,T,567,79684.05665,ENT,88.0
2020,13,100,75,T,16,2056.702,ENT,88.0
2020,71,100,75,T,22,3187.0,ENT,88.0
2020,85,200,75,T,115,56773.03451,ENT,88.0
2020,87,200,75,T,48,24678.0,ENT,88.0
2020,157,200,75,T,3,1737.0,ENT,88.0
2020,0,100,53,T,437,71020.72958,ENT,88.0
2020,85,200,53,T,90,38701.48216,ENT,88.0
2020,0,100,76,T,547,74834.18856,ENT,88.0
2020,10,100,76,T,8,1158.0,ENT,88.0
2020,103,100,76,T,6,1583.0,ENT,88.0
2020,10,200,76,T,3,1211.0,ENT,88.0
2020,85,200,76,T,93,58711.36734,ENT,88.0
2020,0,100,52,T,385,47520.76322,ENT,88.0
2020,85,200,52,T,78,36910.0612,ENT,88.0
2020,157,200,52,T,2,1589.0,ENT,88.0
2020,105,100,1,T,20,1865.028,ENT,88.0
2020,105,100,2,T,34,4553.578,ENT,88.0
2020,105,100,3,T,9,889.586,ENT,88.0
2020,105,100,4,T,74,11892.685,ENT,88.0
2020,105,100,94,T,18,2924.622,ENT,88.0
2020,0,100,84,T,582,62186.18198,ENT,94.0
2020,14,100,84,T,32,6614.212,ENT,94.0
2020,14,200,84,T,2,505.215,ENT,94.0
2020,85,200,84,T,117,50135.38808,ENT,94.0
2020,0,100,93,T,443,81296.1381,ENT,94.0
2020,1,100,93,T,2,208.0,ENT,94.0
2020,85,200,93,T,45,12792.36535,ENT,94.0
2020,0,100,11,T,1351,268777.2054,ENT,94.0
2020,85,200,11,T,223,104642.7856,ENT,94.0
2020,0,100,27,T,210,26056.42794,ENT,94.0
2020,85,200,27,T,51,23153.44133,ENT,94.0
2020,0,100,28,T,307,40021.42363,ENT,94.0
2020,85,200,28,T,53,25999.20725,ENT,94.0
2020,0,100,32,T,390,49167.1113,ENT,94.0
2020,58,100,32,T,1,86280.565,ENT,94.0
2020,68,100,32,T,3,265.0,ENT,94.0
2020,85,200,32,T,76,40589.90795,ENT,94.0
2020,0,100,24,T,188,20770.12012,ENT,94.0
2020,76,100,24,T,1,48.723,ENT,94.0
2020,85,200,24,T,34,17014.48973,ENT,94.0
2020,0,100,44,T,254,22778.33858,ENT,94.0
2020,11,100,44,T,1,19.0,ENT,94.0
2020,72,100,44,T,76,7714.0,ENT,94.0
2020,77,100,44,T,37,6840.869,ENT,94.0
2020,79,100,44,T,6,717.976,ENT,94.0
2020,79,200,44,T,2,1559.29,ENT,94.0
2020,85,200,44,T,56,28247.71068,ENT,94.0
2020,101,200,44,T,12,6772.0,ENT,94.0
2020,0,100,75,T,376,37830.01761,ENT,94.0
2020,13,100,75,T,13,1117.32,ENT,94.0
2020,71,100,75,T,14,1058.0,ENT,94.0
2020,85,200,75,T,50,22685.20369,ENT,94.0
2020,87,200,75,T,7,3422.0,ENT,94.0
2020,0,100,53,T,268,47789.10548,ENT,94.0
2020,85,200,53,T,55,31256.94556,ENT,94.0
2020,0,100,76,T,473,62996.91932,ENT,94.0
2020,103,100,76,T,5,454.0,ENT,94.0
2020,85,200,76,T,87,31940.86549,ENT,94.0
2020,102,200,76,T,1,30733.33245,ENT,94.0
2020,0,100,52,T,330,51513.74766,ENT,94.0
2020,85,200,52,T,54,28726.2588,ENT,94.0
2020,157,200,52,T,1,872.0,ENT,94.0
2020,105,100,1,T,24,2890.011,ENT,94.0
2020,105,100,2,T,30,2788.109,ENT,94.0
2020,105,100,3,T,24,7268.974,ENT,94.0
2020,105,100,4,T,42,5674.624,ENT,94.0
2020,105,100,94,T,43,13193.274,ENT,94.0
2020,0,100,84,T,131,75699.26186,ENT,37.0
2020,85,200,84,T,9,17811.90995,ENT,37.0
2020,0,100,93,T,70,60533.46144,ENT,37.0
2020,0,100,11,T,166,92698.51757,ENT,37.0
2020,58,100,11,T,3,427249.483,ENT,37.0
2020,85,200,11,T,11,55242.01302,ENT,37.0
2020,86,200,11,T,1,14542.0,ENT,37.0
2020,0,100,27,T,41,13168.90814,ENT,37.0
2020,0,100,28,T,92,46595.00838,ENT,37.0
2020,0,100,32,T,321,127232.0253,ENT,37.0
2020,85,200,32,T,27,35867.13255,ENT,37.0
2020,0,100,24,T,59,15694.7216,ENT,37.0
2020,76,100,24,T,16,6102.567,ENT,37.0
2020,0,100,44,T,83,26153.56665,ENT,37.0
2020,77,100,44,T,15,9049.233,ENT,37.0
2020,79,100,44,T,1,6801.417,ENT,37.0
2020,85,200,44,T,4,3451.33924,ENT,37.0
2020,0,100,75,T,53,11402.27074,ENT,37.0
2020,13,100,75,T,2,286.151,ENT,37.0
2020,102,200,75,T,1,100666.5142,ENT,37.0
2020,0,100,53,T,27,18076.75327,ENT,37.0
2020,0,100,76,T,112,87552.27185,ENT,37.0
2020,85,200,76,T,2,17855.74813,ENT,37.0
2020,0,100,52,T,57,63887.79798,ENT,37.0
2020,85,200,52,T,1,138.01002,ENT,37.0
2020,105,100,1,T,5,1647.268,ENT,37.0
2020,105,100,2,T,4,587.008,ENT,37.0
2020,105,100,4,T,43,9331.241,ENT,37.0
2020,105,100,94,T,1,32.395,ENT,37.0
2020,0,100,84,T,28,5680.862976,ENT,39.0
2020,14,100,84,T,1,212.629,ENT,39.0
2020,85,200,84,T,1,19161.169,ENT,39.0
2020,0,100,93,T,7,222.5372317,ENT,39.0
2020,0,100,11,T,30,4391.072703,ENT,39.0
2020,0,100,28,T,13,1698.312407,ENT,39.0
2020,85,200,28,T,1,799.30601,ENT,39.0
2020,0,100,32,T,5,109.2328169,ENT,39.0
2020,0,100,24,T,4,131.4388155,ENT,39.0
2020,0,100,44,T,12,873.6483403,ENT,39.0
2020,72,100,44,T,3,327.0,ENT,39.0
2020,0,100,75,T,1,147.155,ENT,39.0
2020,71,100,75,T,1,47.0,ENT,39.0
2020,0,100,53,T,5,413.0176825,ENT,39.0
2020,0,100,76,T,5,294.6574402,ENT,39.0
2020,85,200,76,T,1,3780.05802,ENT,39.0
2020,0,100,52,T,4,312.6220318,ENT,39.0
2020,105,100,1,T,1,326.956,ENT,39.0
2020,105,100,3,T,1,6.964,ENT,39.0
2020,105,100,94,T,1,10.099,ENT,39.0
2020,0,100,84,T,815,388739.9735,ENT,52.0
2020,14,100,84,T,11,1242.784,ENT,52.0
2020,14,200,84,T,3,2495.0,ENT,52.0
2020,85,200,84,T,61,37978.38333,ENT,52.0
2020,86,200,84,T,1,4372.0,ENT,52.0
2020,0,100,93,T,602,399006.3094,ENT,52.0
2020,58,100,93,T,3,9262.568,ENT,52.0
2020,85,200,93,T,13,17183.86372,ENT,52.0
2020,0,100,11,T,1442,649334.3983,ENT,52.0
2020,58,100,11,T,8,386880.237,ENT,52.0
2020,85,200,11,T,97,86002.07673,ENT,52.0
2020,86,200,11,T,3,253574.0,ENT,52.0
2020,0,100,27,T,276,80150.73818,ENT,52.0
2020,85,200,27,T,21,20913.24551,ENT,52.0
2020,0,100,28,T,447,242110.7036,ENT,52.0
2020,58,100,28,T,1,2647.93,ENT,52.0
2020,85,200,28,T,27,42721.41283,ENT,52.0
2020,0,100,32,T,528,356021.0675,ENT,52.0
2020,62,100,32,T,2,605.0,ENT,52.0
2020,68,100,32,T,35,22229.0,ENT,52.0
2020,85,200,32,T,88,82244.87207,ENT,52.0
2020,86,200,32,T,3,535193.0,ENT,52.0
2020,0,100,24,T,306,141927.3944,ENT,52.0
2020,69,100,24,T,5,2243.0,ENT,52.0
2020,76,100,24,T,16,3161.801,ENT,52.0
2020,85,200,24,T,41,38202.7566,ENT,52.0
2020,0,100,44,T,365,168766.8779,ENT,52.0
2020,11,100,44,T,7,553.0,ENT,52.0
2020,72,100,44,T,85,68887.0,ENT,52.0
2020,77,100,44,T,42,19535.728,ENT,52.0
2020,79,100,44,T,4,1198.356,ENT,52.0
2020,11,200,44,T,1,632.0,ENT,52.0
2020,85,200,44,T,37,26181.09721,ENT,52.0
2020,101,200,44,T,11,4005.0,ENT,52.0
2020,0,100,75,T,479,196301.75,ENT,52.0
2020,13,100,75,T,26,16069.08,ENT,52.0
2020,58,100,75,T,5,120547.942,ENT,52.0
2020,71,100,75,T,33,8214.0,ENT,52.0
2020,85,200,75,T,18,16149.13658,ENT,52.0
2020,87,200,75,T,6,8535.0,ENT,52.0
2020,102,200,75,T,1,10061.42386,ENT,52.0
2020,0,100,53,T,222,144954.8069,ENT,52.0
2020,85,200,53,T,11,15088.3835,ENT,52.0
2020,0,100,76,T,477,179588.013,ENT,52.0
2020,103,100,76,T,3,1134.0,ENT,52.0
2020,85,200,76,T,21,13312.91468,ENT,52.0
2020,0,100,52,T,347,135433.5999,ENT,52.0
2020,85,200,52,T,25,28566.03812,ENT,52.0
2020,105,100,1,T,36,26215.534,ENT,52.0
2020,105,100,2,T,43,33583.765,ENT,52.0
2020,105,100,3,T,11,4887.601,ENT,52.0
2020,105,100,4,T,51,34352.781,ENT,52.0
2020,105,100,94,T,8,772.798,ENT,52.0
2020,0,100,84,T,2878,333129.5685,ENT,56.0
2020,14,100,84,T,61,5828.244,ENT,56.0
2020,14,200,84,T,7,158.0,ENT,56.0
2020,85,200,84,T,102,17985.76182,ENT,56.0
2020,0,100,93,T,2167,236390.8733,ENT,56.0
2020,1,100,93,T,6,481.0,ENT,56.0
2020,85,200,93,T,49,6448.61429,ENT,56.0
2020,0,100,11,T,6191,721038.4253,ENT,56.0
2020,85,200,11,T,334,74230.29099,ENT,56.0
2020,0,100,27,T,756,96677.28073,ENT,56.0
2020,85,200,27,T,40,8489.14121,ENT,56.0
2020,0,100,28,T,845,105030.7309,ENT,56.0
2020,85,200,28,T,40,6296.41933,ENT,56.0
2020,0,100,32,T,1547,212373.2623,ENT,56.0
2020,62,100,32,T,1,61.0,ENT,56.0
2020,68,100,32,T,17,3203.0,ENT,56.0
2020,85,200,32,T,87,17153.22678,ENT,56.0
2020,0,100,24,T,655,84637.29678,ENT,56.0
2020,69,100,24,T,5,862.0,ENT,56.0
2020,76,100,24,T,26,4226.638,ENT,56.0
2020,85,200,24,T,26,5582.09122,ENT,56.0
2020,0,100,44,T,1316,180266.3985,ENT,56.0
2020,11,100,44,T,7,907.0,ENT,56.0
2020,72,100,44,T,513,45652.0,ENT,56.0
2020,77,100,44,T,164,25440.223,ENT,56.0
2020,79,100,44,T,42,2610.287,ENT,56.0
2020,79,200,44,T,1,543.148,ENT,56.0
2020,85,200,44,T,54,10492.37483,ENT,56.0
2020,101,200,44,T,11,4369.0,ENT,56.0
2020,0,100,75,T,2129,237635.2181,ENT,56.0
2020,13,100,75,T,60,7115.634,ENT,56.0
2020,32,100,75,T,13,224.0,ENT,56.0
2020,71,100,75,T,27,3065.0,ENT,56.0
2020,85,200,75,T,48,7992.93161,ENT,56.0
2020,87,200,75,T,5,2711.0,ENT,56.0
2020,0,100,53,T,1050,110935.8224,ENT,56.0
2020,85,200,53,T,23,4773.69047,ENT,56.0
2020,0,100,76,T,2059,232266.792,ENT,56.0
2020,10,100,76,T,2,890.0,ENT,56.0
2020,103,100,76,T,11,1180.0,ENT,56.0
2020,85,200,76,T,46,10176.78878,ENT,56.0
2020,0,100,52,T,1096,133871.5683,ENT,56.0
2020,85,200,52,T,24,4299.023,ENT,56.0
2020,105,100,1,T,52,11451.831,ENT,56.0
2020,105,100,2,T,70,13749.577,ENT,56.0
2020,105,100,3,T,23,3740.784,ENT,56.0
2020,105,100,4,T,146,25629.531,ENT,56.0
2020,105,100,94,T,184,14863.853,ENT,56.0
2020,0,100,84,T,72,19156.0504,ENT,58.0
2020,14,100,84,T,3,436.679,ENT,58.0
2020,85,200,84,T,5,3051.02205,ENT,58.0
2020,0,100,93,T,33,8834.649237,ENT,58.0
2020,85,200,93,T,2,2607.63567,ENT,58.0
2020,0,100,11,T,470,92467.32784,ENT,58.0
2020,85,200,11,T,9,10745.8203,ENT,58.0
2020,0,100,27,T,11,2251.990978,ENT,58.0
2020,85,200,27,T,4,2194.80239,ENT,58.0
2020,0,100,28,T,14,2043.551365,ENT,58.0
2020,85,200,28,T,4,11460.0054,ENT,58.0
2020,0,100,32,T,27,6678.524376,ENT,58.0
2020,85,200,32,T,2,668.50347,ENT,58.0
2020,0,100,24,T,16,5435.973385,ENT,58.0
2020,69,100,24,T,1,75.0,ENT,58.0
2020,85,200,24,T,1,1691.43344,ENT,58.0
2020,0,100,44,T,13,3094.952994,ENT,58.0
2020,72,100,44,T,5,986.0,ENT,58.0
2020,77,100,44,T,6,3694.659,ENT,58.0
2020,85,200,44,T,2,2651.89686,ENT,58.0
2020,0,100,75,T,43,10900.91304,ENT,58.0
2020,71,100,75,T,2,255.0,ENT,58.0
2020,85,200,75,T,2,721.87621,ENT,58.0
2020,87,200,75,T,1,1722.0,ENT,58.0
2020,0,100,53,T,25,13006.45034,ENT,58.0
2020,85,200,53,T,2,3621.32149,ENT,58.0
2020,0,100,76,T,34,7009.098069,ENT,58.0
2020,0,100,52,T,34,10433.82483,ENT,58.0
2020,85,200,52,T,4,2089.73575,ENT,58.0
2020,105,100,1,T,2,969.571,ENT,58.0
2020,105,100,2,T,2,157.679,ENT,58.0
2020,105,100,4,T,2,1250.09,ENT,58.0
2020,105,100,94,T,1,795.565,ENT,58.0
2020,0,100,84,T,14,7581.581257,ENT,60.0
2020,14,100,84,T,1,45.677,ENT,60.0
2020,85,200,84,T,2,1915.76265,ENT,60.0
2020,0,100,93,T,9,2504.06116,ENT,60.0
2020,0,100,11,T,60,96195.01366,ENT,60.0
2020,85,200,11,T,1,294.71345,ENT,60.0
2020,0,100,27,T,6,1951.098838,ENT,60.0
2020,0,100,28,T,6,1031.998217,ENT,60.0
2020,0,100,32,T,8,2554.198375,ENT,60.0
2020,85,200,32,T,1,531.33285,ENT,60.0
2020,0,100,24,T,3,713.1070302,ENT,60.0
2020,0,100,44,T,7,1729.753265,ENT,60.0
2020,72,100,44,T,2,4951.0,ENT,60.0
2020,77,100,44,T,1,81.667,ENT,60.0
2020,79,100,44,T,1,3.213,ENT,60.0
2020,85,200,44,T,1,459.64283,ENT,60.0
2020,101,200,44,T,1,915.0,ENT,60.0
2020,0,100,75,T,14,3686.988781,ENT,60.0
2020,71,100,75,T,13,1029.0,ENT,60.0
2020,85,200,75,T,1,624.68266,ENT,60.0
2020,0,100,53,T,5,1440.533956,ENT,60.0
2020,85,200,53,T,1,667.19782,ENT,60.0
2020,0,100,76,T,8,3463.759447,ENT,60.0
2020,85,200,76,T,3,1303.28782,ENT,60.0
2020,0,100,52,T,8,1567.897476,ENT,60.0
2020,105,100,1,T,2,1841.257,ENT,60.0
2020,105,100,2,T,2,445.076,ENT,60.0
2020,105,100,3,T,1,2037.556,ENT,60.0
2020,105,100,4,T,3,2125.284,ENT,60.0
2020,105,100,94,T,4,1399.612,ENT,60.0
2020,0,100,84,T,148,100487.3511,ENT,62.0
2020,14,100,84,T,16,4894.467,ENT,62.0
2020,14,200,84,T,1,6.0,ENT,62.0
2020,85,200,84,T,5,5298.86001,ENT,62.0
2020,0,100,93,T,92,36870.7612,ENT,62.0
2020,85,200,93,T,2,4260.52424,ENT,62.0
2020,0,100,11,T,793,407822.007,ENT,62.0
2020,85,200,11,T,12,7968.69803,ENT,62.0
2020,0,100,27,T,29,4836.512158,ENT,62.0
2020,85,200,27,T,2,639.52732,ENT,62.0
2020,0,100,28,T,21,3991.534109,ENT,62.0
2020,0,100,32,T,101,76016.8853,ENT,62.0
2020,68,100,32,T,1,39.0,ENT,62.0
2020,85,200,32,T,4,2831.29447,ENT,62.0
2020,0,100,24,T,38,31084.02902,ENT,62.0
2020,76,100,24,T,1,73.092,ENT,62.0
2020,0,100,44,T,27,16086.38392,ENT,62.0
2020,72,100,44,T,15,854.0,ENT,62.0
2020,77,100,44,T,6,829.707,ENT,62.0
2020,85,200,44,T,1,807.96625,ENT,62.0
2020,101,200,44,T,1,377.0,ENT,62.0
2020,0,100,75,T,63,28805.65833,ENT,62.0
2020,13,100,75,T,5,301.74,ENT,62.0
2020,85,200,75,T,2,540.34196,ENT,62.0
2020,0,100,53,T,58,18709.3897,ENT,62.0
2020,0,100,76,T,102,42187.4364,ENT,62.0
2020,103,100,76,T,2,19388.0,ENT,62.0
2020,85,200,76,T,3,453.42088,ENT,62.0
2020,0,100,52,T,93,33494.0797,ENT,62.0
2020,85,200,52,T,2,348.28023,ENT,62.0
2020,105,100,2,T,3,1748.269,ENT,62.0
2020,105,100,4,T,2,141.133,ENT,62.0
2020,0,100,84,T,1288,265122.8649,ENT,64.0
2020,14,100,84,T,43,8763.057,ENT,64.0
2020,14,200,84,T,1,2.0,ENT,64.0
2020,85,200,84,T,96,70156.15616,ENT,64.0
2020,0,100,93,T,941,141651.7593,ENT,64.0
2020,1,100,93,T,4,180.0,ENT,64.0
2020,85,200,93,T,34,24108.34141,ENT,64.0
2020,0,100,11,T,3301,876762.9008,ENT,64.0
2020,85,200,11,T,186,113339.3372,ENT,64.0
2020,86,200,11,T,1,2943.0,ENT,64.0
2020,0,100,27,T,354,61473.19424,ENT,64.0
2020,85,200,27,T,37,18202.54361,ENT,64.0
2020,0,100,28,T,443,80274.52344,ENT,64.0
2020,85,200,28,T,45,87671.60237,ENT,64.0
2020,0,100,32,T,785,186461.7919,ENT,64.0
2020,68,100,32,T,6,324.0,ENT,64.0
2020,85,200,32,T,69,47569.12903,ENT,64.0
2020,0,100,24,T,394,60020.30764,ENT,64.0
2020,69,100,24,T,3,7903.0,ENT,64.0
2020,76,100,24,T,7,730.442,ENT,64.0
2020,85,200,24,T,49,31841.51852,ENT,64.0
2020,0,100,44,T,483,74719.95439,ENT,64.0
2020,11,100,44,T,3,293.0,ENT,64.0
2020,72,100,44,T,77,9577.0,ENT,64.0
2020,77,100,44,T,69,11009.099,ENT,64.0
2020,79,100,44,T,9,19200.602,ENT,64.0
2020,79,200,44,T,2,19043.489,ENT,64.0
2020,85,200,44,T,85,59642.95961,ENT,64.0
2020,101,200,44,T,7,5968.0,ENT,64.0
2020,0,100,75,T,742,152057.8554,ENT,64.0
2020,13,100,75,T,28,3947.392,ENT,64.0
2020,32,100,75,T,2,25.0,ENT,64.0
2020,71,100,75,T,11,887.0,ENT,64.0
2020,85,200,75,T,38,42033.23678,ENT,64.0
2020,87,200,75,T,8,6633.0,ENT,64.0
2020,157,200,75,T,3,2397.0,ENT,64.0
2020,0,100,53,T,313,115326.2532,ENT,64.0
2020,85,200,53,T,31,32107.61092,ENT,64.0
2020,86,200,53,T,1,16107.0,ENT,64.0
2020,0,100,76,T,689,102258.7605,ENT,64.0
2020,10,100,76,T,2,172.0,ENT,64.0
2020,103,100,76,T,6,441.0,ENT,64.0
2020,85,200,76,T,39,23338.07813,ENT,64.0
2020,0,100,52,T,514,125226.323,ENT,64.0
2020,85,200,52,T,47,27956.53846,ENT,64.0
2020,105,100,1,T,45,8096.683,ENT,64.0
2020,105,100,2,T,51,16572.839,ENT,64.0
2020,105,100,3,T,16,2629.994,ENT,64.0
2020,105,100,4,T,72,14106.41,ENT,64.0
2020,105,100,94,T,29,2572.841,ENT,64.0
2020,0,100,84,T,150,20511.76603,ENT,66.0
2020,14,100,84,T,2,87.272,ENT,66.0
2020,26,100,84,T,1,52.0,ENT,66.0
2020,14,200,84,T,1,5.0,ENT,66.0
2020,85,200,84,T,11,5852.06785,ENT,66.0
2020,0,100,93,T,129,16240.17804,ENT,66.0
2020,0,100,11,T,525,87514.44523,ENT,66.0
2020,85,200,11,T,45,28371.90679,ENT,66.0
2020,0,100,27,T,37,3339.62994,ENT,66.0
2020,85,200,27,T,3,571.34392,ENT,66.0
2020,0,100,28,T,37,10109.69586,ENT,66.0
2020,85,200,28,T,2,199.57942,ENT,66.0
2020,0,100,32,T,98,12931.38029,ENT,66.0
2020,85,200,32,T,6,2419.22163,ENT,66.0
